event_time,event_type,product_id,category_code,brand,price,user_id,user_session,event_date,is_purchased,event_weekday,category_code_level1,category_code_level2,activity_count
2019-10-01 02:31:43 UTC,cart,1004750,electronics.smartphone,samsung,197.43,555136729,2e1d570b-79d8-49b5-bb28-6ec8ee94355c,10/1/2019,1,1,electronics,smartphone,6
2019-10-01 02:32:06 UTC,cart,1005015,electronics.smartphone,samsung,604.88,550224334,0d6450ef-4cbb-49b3-92e7-91b1d525833a,10/1/2019,0,1,electronics,smartphone,10
2019-10-01 02:32:12 UTC,cart,1004741,electronics.smartphone,xiaomi,185.71,513073771,64fb21c2-8fb4-43a1-a85f-c250d6bfb12e,10/1/2019,0,1,electronics,smartphone,4
2019-10-01 02:32:15 UTC,cart,1005109,electronics.smartphone,apple,975.57,552408931,e8b95f1a-5f87-40ab-b75a-40942d5a1726,10/1/2019,1,1,electronics,smartphone,9
2019-10-01 02:32:19 UTC,cart,1004665,electronics.smartphone,samsung,871.14,549777331,1608a3ee-0190-448e-9606-9d7a73dca4d7,10/1/2019,1,1,electronics,smartphone,4
2019-10-01 02:32:26 UTC,cart,1004258,electronics.smartphone,apple,735.05,540451356,66e9533a-cd23-4dfc-a335-92612d3c06a2,10/1/2019,0,1,electronics,smartphone,6
2019-10-01 02:32:27 UTC,cart,3801162,appliances.iron,panasonic,22.63,514547100,44253ccf-f9f9-4668-8eaf-0daffd05ccc4,10/1/2019,0,1,appliances,iron,21
2019-10-01 02:33:03 UTC,cart,1004833,electronics.smartphone,samsung,174.76,554063800,ab42d104-313e-492c-9983-36838dc5db57,10/1/2019,1,1,electronics,smartphone,4
2019-10-01 02:33:20 UTC,cart,1004739,electronics.smartphone,xiaomi,197.55,555129589,1af198fa-113d-41e1-82b0-959dcc6f72cd,10/1/2019,0,1,electronics,smartphone,3
2019-10-01 02:34:18 UTC,cart,3601405,appliances.kitchen.washer,beko,187.88,555463495,ea7c3a44-0908-4ef6-b175-bf4075e2665a,10/1/2019,1,1,appliances,kitchen,10
2019-10-01 02:34:42 UTC,cart,1005112,electronics.smartphone,apple,975.57,552141352,89926d13-f182-41a5-9803-e4e5415a748f,10/1/2019,1,1,electronics,smartphone,4
2019-10-01 02:34:59 UTC,cart,1004893,electronics.smartphone,nokia,89.72,549265000,fb79a3ce-7937-43ba-ae84-05ab5fe33538,10/1/2019,1,1,electronics,smartphone,4
2019-10-01 02:35:12 UTC,cart,1004856,electronics.smartphone,samsung,130.76,551712733,56fbbe83-a130-49bf-bcb4-27a812b7a1a6,10/1/2019,1,1,electronics,smartphone,3
2019-10-01 02:35:22 UTC,cart,1004856,electronics.smartphone,samsung,130.76,549186295,ca11cf68-7aa8-43b6-9e03-7a9ef726b90f,10/1/2019,0,1,electronics,smartphone,3
2019-10-01 02:35:27 UTC,cart,1004739,electronics.smartphone,xiaomi,197.55,533000757,c9cdc2c0-45c1-4902-b7f3-30b58b3d3f14,10/1/2019,1,1,electronics,smartphone,5
2019-10-01 02:36:12 UTC,cart,1004042,electronics.smartphone,xiaomi,141.32,545917610,1a8c3cfc-536a-4679-a155-bd9a5454dadc,10/1/2019,0,1,electronics,smartphone,3
2019-10-01 02:36:19 UTC,cart,1004834,electronics.smartphone,samsung,174.78,518626299,e4841f35-81cc-47fa-874d-32e5f9d71098,10/1/2019,1,1,electronics,smartphone,4
2019-10-01 02:36:29 UTC,cart,1004836,electronics.smartphone,samsung,241.19,542089764,3c7309ad-36f4-4dd1-aa3e-85ed67c2fec3,10/1/2019,0,1,electronics,smartphone,5
2019-10-01 02:36:36 UTC,cart,1005098,electronics.smartphone,samsung,154.42,515845109,4293bc37-27d2-422a-8851-ce002b4d93fd,10/1/2019,1,1,electronics,smartphone,9
2019-10-01 02:36:51 UTC,cart,1004856,electronics.smartphone,samsung,130.76,514129765,73624df5-835e-49eb-ac8b-4ef7ee26f071,10/1/2019,1,1,electronics,smartphone,6
2019-10-01 02:37:15 UTC,cart,1005105,electronics.smartphone,apple,1415.48,550607818,4253b521-b20f-4f27-ad93-b6f7a9008728,10/1/2019,1,1,electronics,smartphone,5
2019-10-01 02:37:41 UTC,cart,1004562,electronics.smartphone,meizu,101.65,550443776,80a072e0-874a-437e-bb6c-beefab9ad218,10/1/2019,1,1,electronics,smartphone,5
2019-10-01 02:37:43 UTC,cart,1004838,electronics.smartphone,oppo,179.38,527209005,cbfdc1b0-39b7-4d1d-bce3-b79fc6b6c7cf,10/1/2019,1,1,electronics,smartphone,3
2019-10-01 02:37:56 UTC,cart,1005100,electronics.smartphone,samsung,154.42,543926031,8fd35ec8-338c-4c51-9714-144257ff3e50,10/1/2019,1,1,electronics,smartphone,25
2019-10-01 02:37:57 UTC,cart,1004767,electronics.smartphone,samsung,254.82,512411198,544382ad-9e66-45cd-9b4b-0f93e907cf98,10/1/2019,0,1,electronics,smartphone,6
2019-10-01 02:38:37 UTC,cart,1005007,electronics.smartphone,xiaomi,102.65,554754734,b4337abb-6b74-4efc-addf-6e9d28979201,10/1/2019,1,1,electronics,smartphone,26
2019-10-01 02:38:52 UTC,cart,1004209,electronics.smartphone,samsung,92.64,530776918,f86b8f6c-e4a6-4adf-bb33-8b6c2e444ef7,10/1/2019,1,1,electronics,smartphone,6
2019-10-01 02:39:23 UTC,cart,1005008,electronics.smartphone,xiaomi,103.08,512635198,36677c58-96e8-43cb-955d-c2993f423090,10/1/2019,0,1,electronics,smartphone,10
2019-10-01 02:39:31 UTC,cart,1004856,electronics.smartphone,samsung,130.76,534142828,d0132069-5827-4ebf-a1b3-b16496c9b396,10/1/2019,1,1,electronics,smartphone,14
2019-10-01 02:39:52 UTC,cart,1004875,electronics.smartphone,samsung,388.68,516025438,a6bd68c4-498d-4250-b89f-0e130585460c,10/1/2019,0,1,electronics,smartphone,3
2019-10-01 02:39:55 UTC,cart,1004779,electronics.smartphone,xiaomi,140.85,534436735,81056037-4510-44ac-a897-c984d35b6bfc,10/1/2019,1,1,electronics,smartphone,6
2019-10-01 02:40:00 UTC,cart,4804295,electronics.audio.headphone,xiaomi,23.13,555464265,0bfe4a82-3341-4d2f-95b8-94a79ec69d03,10/1/2019,0,1,electronics,audio,6
2019-10-01 02:40:01 UTC,cart,1004856,electronics.smartphone,samsung,130.76,533758539,036d4ad9-f4e2-4a22-8aa4-9dacfc63921c,10/1/2019,1,1,electronics,smartphone,8
2019-10-01 02:40:08 UTC,cart,1004246,electronics.smartphone,apple,736.18,541981044,f45085d8-75a2-4bf3-a60a-069d146a3baa,10/1/2019,0,1,electronics,smartphone,10
2019-10-01 02:41:27 UTC,cart,1801689,electronics.video.tv,samsung,266.42,555464727,ed7035cd-adbc-48a5-be37-c29f89180fd3,10/1/2019,0,1,electronics,video,3
2019-10-01 02:41:27 UTC,cart,1004903,electronics.smartphone,huawei,111.82,551349791,192d6074-8b67-4127-92ee-7e8d336f941a,10/1/2019,0,1,electronics,smartphone,12
2019-10-01 02:41:33 UTC,cart,1004739,electronics.smartphone,xiaomi,197.55,525662995,6cdfddd8-1ae5-4af8-bd91-91b129d594ac,10/1/2019,1,1,electronics,smartphone,6
2019-10-01 02:41:37 UTC,cart,1004720,electronics.smartphone,huawei,130.65,551456160,f8d45f96-6b2e-4886-8fb5-e59eab55cbe7,10/1/2019,1,1,electronics,smartphone,8
2019-10-01 02:41:40 UTC,cart,12900081,stationery.cartrige,hp,7.7,512778902,70d718ba-6138-4046-b114-3c2f4e5f4f9a,10/1/2019,1,1,stationery,cartrige,5
2019-10-01 02:42:04 UTC,cart,1004833,electronics.smartphone,samsung,174.76,516201757,047e1cc0-6188-4c94-962b-fbb357e31a65,10/1/2019,1,1,electronics,smartphone,6
2019-10-01 02:42:05 UTC,cart,1004838,electronics.smartphone,oppo,179.38,555465285,3cd3f86f-63e6-42bc-ac2d-d13d14e9bd6e,10/1/2019,1,1,electronics,smartphone,4
2019-10-01 02:42:06 UTC,cart,1004788,electronics.smartphone,xiaomi,133.68,555017931,78e7dc83-9aac-492d-b005-43eaa60c9bbf,10/1/2019,0,1,electronics,smartphone,7
2019-10-01 02:42:12 UTC,cart,1005100,electronics.smartphone,samsung,154.42,555463605,d5a6dd40-851e-44b1-b53b-5f756e3205c0,10/1/2019,1,1,electronics,smartphone,3
2019-10-01 02:42:33 UTC,cart,1004833,electronics.smartphone,samsung,174.76,525454715,318732f9-ec30-44e5-849d-815608df7650,10/1/2019,1,1,electronics,smartphone,9
2019-10-01 02:42:56 UTC,cart,1004237,electronics.smartphone,apple,1081.98,536328930,af9f06b1-7cf7-4eed-978f-5350d7d0d0c7,10/1/2019,1,1,electronics,smartphone,8
2019-10-01 02:43:08 UTC,cart,1004886,electronics.smartphone,oppo,153.04,514104941,20dd9374-8cc6-4375-9cb7-60be3e0f24e1,10/1/2019,1,1,electronics,smartphone,11
2019-10-01 02:43:34 UTC,cart,1004562,electronics.smartphone,meizu,101.65,512758113,adb0f829-a97c-4a83-866a-42e65ec5efe7,10/1/2019,1,1,electronics,smartphone,5
2019-10-01 02:44:19 UTC,cart,1004708,electronics.smartphone,huawei,159.77,547830696,895aed80-ccdc-4861-a23a-5514333db7fe,10/1/2019,1,1,electronics,smartphone,6
2019-10-01 02:44:52 UTC,cart,1004767,electronics.smartphone,samsung,254.82,513445825,2045222a-13ca-48df-abc7-1dfd2ca63dc6,10/1/2019,0,1,electronics,smartphone,23
2019-10-01 02:44:56 UTC,cart,1004834,electronics.smartphone,samsung,174.78,534620200,65839078-ffd5-4450-9f5b-a93da2acc5d0,10/1/2019,0,1,electronics,smartphone,9
2019-10-01 02:45:03 UTC,cart,3100640,appliances.kitchen.blender,redmond,56.23,539676251,c867f269-a367-4610-b3d8-5f31df63225e,10/1/2019,1,1,appliances,kitchen,11
2019-10-01 02:45:11 UTC,cart,1004241,electronics.smartphone,apple,1178.5,536328930,af9f06b1-7cf7-4eed-978f-5350d7d0d0c7,10/1/2019,1,1,electronics,smartphone,8
2019-10-01 02:45:38 UTC,cart,1005100,electronics.smartphone,samsung,154.42,543075063,4025a887-e767-4d5b-974f-0ff6ca51136b,10/1/2019,1,1,electronics,smartphone,3
2019-10-01 02:45:39 UTC,cart,1004836,electronics.smartphone,samsung,241.19,542089764,22cbd4c0-f25d-4129-9cc1-16b465dd8b49,10/1/2019,1,1,electronics,smartphone,5
2019-10-01 02:46:00 UTC,cart,1800931,electronics.video.tv,sony,385.59,525772062,fa2e0405-0a4e-4d63-9604-da9474fc0e7d,10/1/2019,0,1,electronics,video,11
2019-10-01 02:46:05 UTC,cart,1004833,electronics.smartphone,samsung,174.76,534620200,65839078-ffd5-4450-9f5b-a93da2acc5d0,10/1/2019,1,1,electronics,smartphone,9
2019-10-01 02:46:06 UTC,cart,1004253,electronics.smartphone,apple,817.69,520716322,283b0343-833d-4902-9237-33e7a05a926c,10/1/2019,0,1,electronics,smartphone,5
2019-10-01 02:46:16 UTC,cart,1004870,electronics.smartphone,samsung,286.86,547800096,fdb0cb1a-db16-44a3-945f-d6d5b5fb58dd,10/1/2019,0,1,electronics,smartphone,2
2019-10-01 02:46:25 UTC,cart,1004833,electronics.smartphone,samsung,174.76,537717675,97a54368-3848-44ac-a249-14f84aeb3435,10/1/2019,1,1,electronics,smartphone,6
2019-10-01 02:46:27 UTC,cart,1004767,electronics.smartphone,samsung,254.82,512682014,9feea04f-370d-414f-ad2f-5bd48a920ac2,10/1/2019,1,1,electronics,smartphone,3
2019-10-01 02:46:56 UTC,cart,1004255,electronics.smartphone,apple,745.67,513139436,42b885be-bc52-479f-aaf3-3276157e13b5,10/1/2019,1,1,electronics,smartphone,3
2019-10-01 02:46:58 UTC,cart,1002544,electronics.smartphone,apple,464.13,555257206,d43df6a9-d96d-4b80-a85c-24c29d9206b9,10/1/2019,1,1,electronics,smartphone,12
2019-10-01 02:47:00 UTC,cart,1004246,electronics.smartphone,apple,736.18,551046035,07af4c8b-77b4-455d-b437-6c9f0f13b0ae,10/1/2019,0,1,electronics,smartphone,2
2019-10-01 02:47:47 UTC,cart,1004857,electronics.smartphone,samsung,130.73,527669643,b9bb3694-8a63-467e-bc01-65df5ecf8881,10/1/2019,1,1,electronics,smartphone,4
2019-10-01 02:47:49 UTC,cart,1004777,electronics.smartphone,xiaomi,136.4,551349791,192d6074-8b67-4127-92ee-7e8d336f941a,10/1/2019,1,1,electronics,smartphone,12
2019-10-01 02:48:27 UTC,cart,1002544,electronics.smartphone,apple,464.13,518494067,521e7934-57af-49c6-a96f-b1b4676b7d39,10/1/2019,0,1,electronics,smartphone,13
2019-10-01 02:48:42 UTC,cart,1004565,electronics.smartphone,huawei,177.47,543956184,b8faeefa-66ad-45e6-9e87-46bcdf8329c1,10/1/2019,0,1,electronics,smartphone,3
2019-10-01 02:48:59 UTC,cart,1004767,electronics.smartphone,samsung,254.82,515135705,e432cba0-0a38-45a5-a545-d1a1f3f9290c,10/1/2019,0,1,electronics,smartphone,9
2019-10-01 02:49:57 UTC,cart,1801909,electronics.video.tv,samsung,810.57,515564373,fcd9fdab-189d-4617-a0e1-a66a85011ed7,10/1/2019,0,1,electronics,video,16
2019-10-01 02:50:18 UTC,cart,1004768,electronics.smartphone,samsung,253.36,541486954,c9fadd2c-c223-4f5a-b7a9-0d443fe63125,10/1/2019,1,1,electronics,smartphone,14
2019-10-01 02:50:19 UTC,cart,1004250,electronics.smartphone,apple,805.5,519034566,d2d9f0ac-9deb-469e-9707-bb3067a32407,10/1/2019,1,1,electronics,smartphone,4
2019-10-01 02:50:23 UTC,cart,1002633,electronics.smartphone,apple,360.08,523603161,909c333f-0b52-45ae-968e-deb1a849c53e,10/1/2019,1,1,electronics,smartphone,10
2019-10-01 02:51:01 UTC,cart,1005139,electronics.smartphone,apple,2072.1,531342768,91042934-eb44-4289-9cb7-794a4fa1e71a,10/1/2019,0,1,electronics,smartphone,24
2019-10-01 02:51:32 UTC,cart,1002524,electronics.smartphone,apple,515.67,519309066,d60c7cf6-dc82-4776-a920-6cdbd1f22c2d,10/1/2019,0,1,electronics,smartphone,10
2019-10-01 02:51:39 UTC,cart,1005143,electronics.smartphone,apple,1541.61,517619905,132aa79c-0625-4d04-b224-f48c0316dd3f,10/1/2019,0,1,electronics,smartphone,7
2019-10-01 02:51:40 UTC,cart,1004665,electronics.smartphone,samsung,871.14,548496387,c64ba03c-5998-4373-b995-124380ec2666,10/1/2019,0,1,electronics,smartphone,10
2019-10-01 02:51:52 UTC,cart,1005104,electronics.smartphone,apple,975.57,530701630,52ca2a47-291a-46d0-aa51-beafb3ef5a72,10/1/2019,0,1,electronics,smartphone,13
2019-10-01 02:51:57 UTC,cart,4804056,electronics.audio.headphone,apple,161.98,522236675,f10d1737-e7ea-4a2d-b583-e9dfce8190ea,10/1/2019,0,1,electronics,audio,3
2019-10-01 02:52:01 UTC,cart,1004833,electronics.smartphone,samsung,174.76,523603161,909c333f-0b52-45ae-968e-deb1a849c53e,10/1/2019,1,1,electronics,smartphone,10
2019-10-01 02:52:09 UTC,cart,1002544,electronics.smartphone,apple,464.13,535597803,1664252c-e49b-4e59-ae87-7a0d3a5a574c,10/1/2019,0,1,electronics,smartphone,5
2019-10-01 02:52:17 UTC,cart,4804055,electronics.audio.headphone,apple,189.91,528119248,3b095114-761a-40cf-ba99-d11342cd52dd,10/1/2019,0,1,electronics,audio,2
2019-10-01 02:52:49 UTC,cart,1002544,electronics.smartphone,apple,464.13,554090147,b440a0b8-397b-4466-a201-d7dc0dcf8359,10/1/2019,1,1,electronics,smartphone,36
2019-10-01 02:52:51 UTC,cart,1002524,electronics.smartphone,apple,515.67,519255635,d0a8ea56-b55e-4103-862c-36b6d7c89c6e,10/1/2019,0,1,electronics,smartphone,9
2019-10-01 02:53:03 UTC,cart,1004856,electronics.smartphone,samsung,130.76,531161994,b3d3112b-c015-4a68-a7d4-937463c0c1e5,10/1/2019,1,1,electronics,smartphone,7
2019-10-01 02:53:05 UTC,cart,1004873,electronics.smartphone,samsung,388.81,519034566,bf31c1f1-2b3a-4308-8c41-e9b601f7e298,10/1/2019,1,1,electronics,smartphone,4
2019-10-01 02:53:13 UTC,cart,1005098,electronics.smartphone,samsung,154.42,555110990,59d78684-38d9-4c8d-8cf2-8b2da79ad36d,10/1/2019,0,1,electronics,smartphone,4
2019-10-01 02:53:47 UTC,cart,1004661,electronics.smartphone,samsung,885.07,530701630,52ca2a47-291a-46d0-aa51-beafb3ef5a72,10/1/2019,1,1,electronics,smartphone,13
2019-10-01 02:53:53 UTC,cart,1801739,electronics.video.tv,samsung,282.2,539848544,8251bb0f-e082-46b2-80ff-1a47abc1db4f,10/1/2019,0,1,electronics,video,12
2019-10-01 02:53:57 UTC,cart,3700717,appliances.environment.vacuum,karcher,167.05,518526791,68124c9d-94c4-4af1-98a1-9a9aa70e5301,10/1/2019,0,1,appliances,environment,14
2019-10-01 02:54:08 UTC,cart,1004748,electronics.smartphone,huawei,130.95,532801418,8c2f1b16-7239-431f-a658-da1a4e0eb93c,10/1/2019,1,1,electronics,smartphone,7
2019-10-01 02:54:12 UTC,cart,1004858,electronics.smartphone,samsung,134.42,516061901,e55150c0-3c8d-4672-91e7-bab73cc10940,10/1/2019,1,1,electronics,smartphone,8
2019-10-01 02:54:16 UTC,cart,1004838,electronics.smartphone,oppo,179.38,519484978,310cf234-b2a4-48e5-b78f-917cfdb2f2c6,10/1/2019,1,1,electronics,smartphone,5
2019-10-01 02:54:34 UTC,cart,4804295,electronics.audio.headphone,xiaomi,23.13,549916361,438e8c1c-a2b4-4888-affe-78a89bdf69f7,10/1/2019,1,1,electronics,audio,7
2019-10-01 02:55:11 UTC,cart,1004875,electronics.smartphone,samsung,388.68,535238056,cb4dbc51-22a2-4176-ae70-04536a732462,10/1/2019,1,1,electronics,smartphone,9
2019-10-01 02:55:12 UTC,cart,1004838,electronics.smartphone,oppo,179.38,515960251,10ac5229-c265-4ff9-8d6e-8d38d6bffbd8,10/1/2019,1,1,electronics,smartphone,8
2019-10-01 02:55:14 UTC,cart,1004775,electronics.smartphone,xiaomi,181.99,526985124,5cc38831-573b-256e-caf0-5fc8de09ac3e,10/1/2019,0,1,electronics,smartphone,8
2019-10-01 02:55:25 UTC,cart,1004838,electronics.smartphone,oppo,179.38,546670223,1b6e01d2-db67-422d-8d66-f894815ae424,10/1/2019,0,1,electronics,smartphone,17
2019-10-01 02:55:46 UTC,cart,1004835,electronics.smartphone,samsung,230.89,532230882,58eaebc5-3e6f-4964-be93-99a393589971,10/1/2019,1,1,electronics,smartphone,9
2019-10-01 02:55:54 UTC,cart,1004858,electronics.smartphone,samsung,134.42,554197940,9c2e2079-3d98-4b69-86cb-c4a4d6062778,10/1/2019,0,1,electronics,smartphone,26
2019-10-01 02:55:55 UTC,cart,1005104,electronics.smartphone,apple,975.57,555160488,786b7395-2ff2-4303-8f14-4ce89550b304,10/1/2019,1,1,electronics,smartphone,8
2019-10-01 02:56:11 UTC,cart,1004856,electronics.smartphone,samsung,130.76,550679725,bf8afaeb-5a57-47f0-b769-4082a4f84562,10/1/2019,1,1,electronics,smartphone,9
2019-10-01 02:56:13 UTC,cart,1004870,electronics.smartphone,samsung,286.86,514661556,aeb1b1f7-1d96-4945-bdca-db5f8996975f,10/1/2019,0,1,electronics,smartphone,15
2019-10-01 02:56:21 UTC,cart,4804056,electronics.audio.headphone,apple,161.98,543650701,4c9b3b0d-9511-481a-ba0b-b5350a7cf0b4,10/1/2019,1,1,electronics,audio,5
